"Nome da campanha",Dia,"Status de veiculação","Nível de veiculação","Nome da campanha",Alcance,Frequência,Impressões,"Cliques no link","CPM (custo por 1.000 impressões)","CTR (taxa de cliques no link)","Valor gasto (BRL)","Início dos relatórios","Término dos relatórios"
2021_geral_topo_engaj_aon_engaj_tipo-p,2021-09-02,active,campaign,2021_geral_topo_engaj_aon_engaj_tipo-p,41551,1.0588433491372,43996,70,7.13723975,0.15910537321575,314.01,2021-09-02,2021-09-02
2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,2021-09-02,active,campaign,2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,938225,1.0430323216712,978599,631,1.01129267,0.06447993509088,989.65,2021-09-02,2021-09-02
2021_perf_fundo_mkt-places-delivery_aon_conv_lead,2021-09-02,active,campaign,2021_perf_fundo_mkt-places-delivery_aon_conv_lead,58064,1.2220136401212,70955,770,12.89916144,1.0851948418011,915.26,2021-09-02,2021-09-02
2021_perf_meio_mkt-places-delivery_aon_conv_lead,2021-09-02,active,campaign,2021_perf_meio_mkt-places-delivery_aon_conv_lead,103101,1.04781718897,108031,1200,9.92622488,1.1107922725884,1072.34,2021-09-02,2021-09-02
2021_perf_meio_mkt-places-delivery_aon_conv_lead,2021-09-01,active,campaign,2021_perf_meio_mkt-places-delivery_aon_conv_lead,121021,1.0574611017923,127975,1106,7.50130885,0.86423129517484,959.98,2021-09-01,2021-09-01
rec_topo_int_regioes_principale_leva_junto_uma_viagem,2021-09-01,inactive,campaign,rec_topo_int_regioes_principale_leva_junto_uma_viagem,0,0,0,,,,0,2021-09-01,2021-09-01
2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,2021-09-01,active,campaign,2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,1128142,1.0639680111192,1200307,656,0.80464415,0.054652684688167,965.82,2021-09-01,2021-09-01
2021_perf_fundo_mkt-places-delivery_aon_conv_lead,2021-09-01,active,campaign,2021_perf_fundo_mkt-places-delivery_aon_conv_lead,55404,1.1801494476933,65385,716,13.00420586,1.0950523820448,850.28,2021-09-01,2021-09-01
2021_geral_topo_engaj_aon_engaj_tipo-p,2021-09-01,active,campaign,2021_geral_topo_engaj_aon_engaj_tipo-p,64847,1.055715761716,68460,98,4.73736488,0.14314928425358,324.32,2021-09-01,2021-09-01
trafego_delivery_clique_rappi,2021-09-01,inactive,campaign,trafego_delivery_clique_rappi,0,0,0,,,,0,2021-09-01,2021-09-01
rec_topo_int_regioes_casquinha,2021-09-01,inactive,campaign,rec_topo_int_regioes_casquinha,99198,1.1622310933688,115291,117,1.57089452,0.10148233600194,181.11,2021-09-01,2021-09-01
traf_site_meio_lal,2021-09-01,inactive,campaign,traf_site_meio_lal,0,0,0,,,,0,2021-09-01,2021-09-01
